acta_id,acta_detalle_id,diputado_nombre,persona_id,bloque,distrito_nombre,voto
3890,1158795,VALLEJOS María Fernanda, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158796,VALLONE Andres Alberto, ,Unidad Justicialista,San Luis,AUSENTE
3890,1158797,VAZQUEZ Juan Benedicto, ,Frente para la Victoria - PJ,Santa Cruz,AUSENTE
3890,1158798,VERA GONZALEZ Orieta Cecilia, ,Coalición Cívica,Catamarca,NEGATIVO
3890,1158799,VIGO Alejandra María, ,Córdoba Federal,Córdoba,AUSENTE
3890,1158800,VILLA Natalia Soledad, ,PRO,Buenos Aires,AFIRMATIVO
3890,1158801,VILLALONGA Juan Carlos, ,PRO,C.A.B.A.,AFIRMATIVO
3890,1158802,VILLAVICENCIO María Teresita, ,Evolución Radical,Tucumán,AUSENTE
3890,1158803,VOLNOVICH Luana, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158804,WECHSLER Marcelo Germán, ,PRO,C.A.B.A.,AFIRMATIVO
3890,1158805,WELLBACH Ricardo, ,Frente de la Concordia Misionero,Misiones,AUSENTE
